Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index
SONY240419P00090000,2023-12-07 10:43AM EST,90.0,5.3,4.4,4.7,0.0,-,1.0,241,20.08%,Put,2024-04-19,241
SONY240419P00095000,2023-12-08 10:22AM EST,95.0,7.3,7.2,7.5,0.1,+1.39%,2.0,96,18.13%,Put,2024-04-19,242
SONY240419P00100000,2023-11-28 3:14PM EST,100.0,12.8,10.9,11.1,0.0,-,1.0,23,14.75%,Put,2024-04-19,243
SONY240621C00055000,2023-10-27 2:37PM EST,55.0,27.2,31.7,34.9,0.0,-,1.0,1,42.90%,Call,2024-06-21,246
SONY240621C00060000,2023-11-15 1:10PM EST,60.0,29.3,31.2,32.5,0.0,-,1.0,2,55.25%,Call,2024-06-21,247
SONY240621C00065000,2023-11-21 11:52AM EST,65.0,24.4,26.5,26.9,0.0,-,3.0,15,47.45%,Call,2024-06-21,248
SONY240621C00070000,2023-12-06 10:08AM EST,70.0,22.3,22.0,23.8,0.0,-,1.0,5,50.62%,Call,2024-06-21,249
SONY240621C00075000,2023-11-17 9:30AM EST,75.0,16.72,17.7,18.0,0.0,-,1.0,94,38.05%,Call,2024-06-21,250
SONY240621C00080000,2023-11-17 9:30AM EST,80.0,12.84,13.7,14.0,0.0,-,1.0,9,34.58%,Call,2024-06-21,251
SONY240621C00085000,2023-12-06 10:07AM EST,85.0,10.3,10.0,10.2,0.0,-,1.0,220,30.82%,Call,2024-06-21,252
SONY240621C00090000,2023-12-08 9:30AM EST,90.0,7.2,7.0,7.3,0.5,+7.46%,6.0,302,29.12%,Call,2024-06-21,253
SONY240621C00095000,2023-12-08 10:40AM EST,95.0,4.7,4.7,4.9,0.0,-,1.0,465,27.44%,Call,2024-06-21,254
SONY240621C00100000,2023-12-07 1:12PM EST,100.0,2.7,2.95,3.1,0.0,-,5.0,23,26.09%,Call,2024-06-21,255
SONY240621C00105000,2023-11-15 12:52PM EST,105.0,1.66,1.75,1.9,0.0,-,2.0,21,25.28%,Call,2024-06-21,256
SONY240621C00120000,2023-12-06 9:32AM EST,120.0,0.4,0.3,0.45,0.0,-,2.0,4,25.22%,Call,2024-06-21,258
SONY240621P00060000,2023-12-01 10:30AM EST,60.0,0.55,0.35,0.55,0.0,-,250.0,199,35.89%,Put,2024-06-21,261
SONY240621P00065000,2023-11-16 9:38AM EST,65.0,0.85,0.6,0.7,0.0,-,2.0,6,31.70%,Put,2024-06-21,262
SONY240621P00070000,2023-12-06 1:42PM EST,70.0,0.99,0.9,1.05,0.0,-,100.0,471,28.96%,Put,2024-06-21,263
SONY240621P00075000,2023-11-22 3:49PM EST,75.0,1.67,1.45,1.6,0.0,-,30.0,57,26.48%,Put,2024-06-21,264
SONY240621P00080000,2023-11-16 2:08PM EST,80.0,2.9,2.35,2.45,0.0,-,1.0,336,24.20%,Put,2024-06-21,265
SONY240621P00085000,2023-12-07 12:05PM EST,85.0,4.1,3.6,3.8,0.0,-,1.0,503,22.34%,Put,2024-06-21,266
SONY240621P00090000,2023-12-08 10:37AM EST,90.0,5.7,5.6,5.7,-0.3,-5.00%,82.0,951,20.38%,Put,2024-06-21,267
SONY240621P00095000,2023-12-01 3:17PM EST,95.0,10.2,8.1,8.3,0.0,-,17.0,22,18.34%,Put,2024-06-21,268
SONY240621P00100000,2023-12-08 10:30AM EST,100.0,11.6,11.5,11.8,0.1,+0.87%,1.0,127,16.68%,Put,2024-06-21,269
SONY240621P00105000,2023-11-24 11:10AM EST,105.0,18.51,15.5,15.8,0.0,-,1.0,0,12.09%,Put,2024-06-21,270
SONY240621P00110000,2023-11-24 11:10AM EST,110.0,23.4,20.4,20.7,0.0,-,1.0,0,11.33%,Put,2024-06-21,271
SONY240719C00080000,2023-12-07 12:22PM EST,80.0,13.4,14.2,14.5,0.0,-,1.0,2,34.44%,Call,2024-07-19,273
SONY240719C00085000,2023-12-08 10:15AM EST,85.0,10.6,10.6,10.9,0.4,+3.92%,1.0,6,31.48%,Call,2024-07-19,274
SONY240719C00090000,2023-12-07 2:26PM EST,90.0,7.3,7.5,7.8,0.0,-,4.0,4,29.04%,Call,2024-07-19,275
SONY240719C00100000,2023-11-24 9:49AM EST,100.0,2.5,3.3,3.5,0.0,-,1.0,2,26.01%,Call,2024-07-19,277
SONY240719P00065000,2023-12-07 1:30PM EST,65.0,0.8,0.65,0.8,0.0,-,396.0,396,30.70%,Put,2024-07-19,280
SONY240719P00080000,2023-11-24 12:40PM EST,80.0,3.01,2.5,2.65,0.0,-,2.0,4,23.56%,Put,2024-07-19,281
SONY240719P00085000,2023-12-07 10:03AM EST,85.0,4.5,3.8,4.0,0.0,-,1.0,119,21.67%,Put,2024-07-19,282
SONY240719P00090000,2023-12-08 10:33AM EST,90.0,5.8,5.7,5.9,-0.5,-7.94%,1.0,93,19.79%,Put,2024-07-19,283
SONY240719P00095000,2023-12-06 10:04AM EST,95.0,8.4,8.3,8.5,0.0,-,2.0,4,17.93%,Put,2024-07-19,284
SONY240719P00100000,2023-12-07 2:00PM EST,100.0,12.4,11.6,11.9,0.0,-,49.0,58,16.13%,Put,2024-07-19,285
SONY240719P00105000,2023-12-08 10:07AM EST,105.0,16.0,15.7,15.9,-1.6,-9.09%,33.0,1,12.75%,Put,2024-07-19,286
SONY250117C00035000,2023-11-29 10:52AM EST,35.0,53.0,54.5,56.4,0.0,-,1.0,9,61.11%,Call,2025-01-17,287
SONY250117C00040000,2023-08-22 9:12AM EST,40.0,45.8,44.9,46.2,0.0,-,1.0,5,0.00%,Call,2025-01-17,288
SONY250117C00045000,2022-12-08 1:13PM EST,45.0,38.6,39.0,44.0,0.0,-,1.0,1,0.00%,Call,2025-01-17,289
SONY250117C00050000,2023-06-23 8:30AM EST,50.0,46.5,46.7,48.5,0.0,-,2.0,2,82.15%,Call,2025-01-17,290
SONY250117C00055000,2023-11-16 2:25PM EST,55.0,36.1,36.3,39.4,0.0,-,4.0,4,50.10%,Call,2025-01-17,291
SONY250117C00060000,2023-11-14 11:16AM EST,60.0,33.6,33.2,34.2,3.86,+12.98%,1.0,9,49.76%,Call,2025-01-17,292
SONY250117C00065000,2023-11-14 11:16AM EST,65.0,25.68,29.2,29.8,0.0,-,2.0,28,45.47%,Call,2025-01-17,293
SONY250117C00070000,2023-12-06 9:30AM EST,70.0,25.2,25.3,25.6,0.0,-,1.0,35,41.82%,Call,2025-01-17,294
SONY250117C00075000,2023-12-01 11:00AM EST,75.0,18.4,21.4,21.8,0.0,-,1.0,23,39.23%,Call,2025-01-17,295
SONY250117C00080000,2023-11-29 11:25AM EST,80.0,15.45,17.9,18.3,0.0,-,1.0,52,37.06%,Call,2025-01-17,296
SONY250117C00085000,2023-12-06 1:05PM EST,85.0,14.61,14.6,14.9,0.0,-,22.0,337,34.58%,Call,2025-01-17,297
SONY250117C00090000,2023-12-04 3:50PM EST,90.0,9.6,11.7,12.1,0.0,-,1.0,61,33.10%,Call,2025-01-17,298
SONY250117C00095000,2023-12-01 3:16PM EST,95.0,7.8,9.3,9.5,0.0,-,75.0,345,31.40%,Call,2025-01-17,299
SONY250117C00100000,2023-12-07 11:54AM EST,100.0,6.9,7.2,7.5,0.0,-,16.0,508,30.50%,Call,2025-01-17,300
SONY250117C00105000,2023-12-04 3:51PM EST,105.0,4.3,5.5,5.8,0.0,-,1.0,233,29.63%,Call,2025-01-17,301
SONY250117C00110000,2023-12-06 1:45PM EST,110.0,4.3,4.2,4.4,0.0,-,539.0,690,28.83%,Call,2025-01-17,302
SONY250117C00115000,2023-12-08 10:21AM EST,115.0,3.2,3.1,3.4,0.95,+42.22%,2.0,79,28.52%,Call,2025-01-17,303
SONY250117C00120000,2023-11-21 9:46AM EST,120.0,1.7,2.4,2.55,0.0,-,1.0,304,28.04%,Call,2025-01-17,304
SONY250117C00125000,2023-10-26 8:31AM EST,125.0,1.4,1.25,1.4,0.0,-,2.0,0,25.32%,Call,2025-01-17,305
SONY250117C00130000,2023-11-21 3:09PM EST,130.0,0.9,1.3,1.45,0.0,-,1.0,106,27.56%,Call,2025-01-17,306
SONY250117C00135000,2023-10-27 8:31AM EST,135.0,0.8,0.6,0.8,0.0,-,2.0,0,25.53%,Call,2025-01-17,307
SONY250117C00140000,2023-08-22 8:39AM EST,140.0,1.0,0.85,1.05,0.0,-,2.0,13,28.87%,Call,2025-01-17,308
SONY250117C00145000,2023-12-05 10:22AM EST,145.0,0.47,0.5,0.65,0.0,-,10.0,67,27.52%,Call,2025-01-17,309
SONY250117P00035000,2023-11-21 3:51PM EST,35.0,0.15,0.0,0.35,0.0,-,1.0,3,48.00%,Put,2025-01-17,310
SONY250117P00045000,2022-12-27 9:47AM EST,45.0,2.0,0.45,2.15,0.0,-,1.0,1,55.47%,Put,2025-01-17,311
SONY250117P00050000,2023-11-09 1:38PM EST,50.0,0.8,0.45,0.8,0.0,-,2.0,2,37.21%,Put,2025-01-17,312
SONY250117P00055000,2023-12-06 1:22PM EST,55.0,0.9,0.85,1.0,0.0,-,120.0,685,33.86%,Put,2025-01-17,313
SONY250117P00060000,2023-11-13 12:43PM EST,60.0,1.61,1.25,1.4,0.0,-,10.0,503,31.74%,Put,2025-01-17,314
SONY250117P00065000,2023-11-20 11:21AM EST,65.0,1.7,1.8,1.9,0.0,-,22.0,333,29.57%,Put,2025-01-17,315
SONY250117P00070000,2023-12-06 1:45PM EST,70.0,2.55,2.5,2.6,0.0,-,1008.0,1282,27.69%,Put,2025-01-17,316
SONY250117P00075000,2023-12-07 10:00AM EST,75.0,3.8,3.4,3.6,0.0,-,1.0,516,26.17%,Put,2025-01-17,317
SONY250117P00080000,2023-11-30 9:47AM EST,80.0,5.4,4.5,4.8,0.0,-,30.0,545,24.42%,Put,2025-01-17,318
SONY250117P00085000,2023-12-04 3:49PM EST,85.0,7.6,6.0,6.3,0.0,-,11.0,529,22.61%,Put,2025-01-17,319
SONY250117P00090000,2023-12-05 1:13PM EST,90.0,9.4,8.0,8.3,0.0,-,15.0,484,21.11%,Put,2025-01-17,320
SONY250117P00095000,2023-11-28 2:42PM EST,95.0,11.6,10.5,10.8,0.0,-,38.0,128,19.68%,Put,2025-01-17,321
SONY250117P00100000,2023-12-06 10:22AM EST,100.0,13.5,13.4,13.8,0.0,-,69.0,194,18.21%,Put,2025-01-17,322
SONY250117P00105000,2023-12-05 10:53AM EST,105.0,19.2,16.7,17.2,0.0,-,1.0,80,16.18%,Put,2025-01-17,323
SONY250117P00110000,2023-12-08 10:31AM EST,110.0,21.0,20.5,21.2,-2.0,-8.70%,1.0,2,13.98%,Put,2025-01-17,324
SONY250117P00115000,2023-11-07 2:12PM EST,115.0,27.0,24.7,27.2,0.0,-,1.0,0,21.46%,Put,2025-01-17,325
SONY250117P00120000,2023-08-16 10:36AM EST,120.0,36.9,31.2,34.4,0.0,-,1.0,1,32.24%,Put,2025-01-17,326
SONY250117P00125000,2023-07-21 8:48AM EST,125.0,31.3,40.0,44.3,0.0,-,1.0,0,49.80%,Put,2025-01-17,327
SONY260116C00045000,2023-10-12 11:08AM EST,45.0,46.9,43.6,48.3,0.0,-,1.0,1,49.47%,Call,2026-01-16,329
SONY260116C00060000,2023-10-20 10:52AM EST,60.0,32.55,33.0,37.5,0.0,-,1.0,6,46.31%,Call,2026-01-16,330
SONY260116C00080000,2023-12-06 9:52AM EST,80.0,22.51,22.4,23.3,0.0,-,9.0,38,37.71%,Call,2026-01-16,332
SONY260116C00085000,2023-10-06 10:51AM EST,85.0,17.2,18.8,20.8,0.0,-,2.0,1,37.18%,Call,2026-01-16,333
SONY260116C00090000,2023-11-20 11:24AM EST,90.0,15.11,16.3,17.8,0.0,-,1.0,3,35.27%,Call,2026-01-16,334
SONY260116C00095000,2023-12-08 9:46AM EST,95.0,13.1,14.3,14.8,-0.1,-0.76%,1.0,1,33.06%,Call,2026-01-16,335
SONY260116C00100000,2023-11-20 11:10AM EST,100.0,11.3,11.6,12.6,0.0,-,1.0,182,32.06%,Call,2026-01-16,336
SONY260116C00125000,2023-09-22 2:26PM EST,125.0,4.8,3.9,5.0,0.0,-,2.0,1,28.28%,Call,2026-01-16,338
SONY260116C00130000,2023-09-25 12:44PM EST,130.0,4.2,3.3,3.9,0.0,-,1.0,1,27.31%,Call,2026-01-16,339
SONY260116P00045000,2023-10-09 2:29PM EST,45.0,1.32,0.0,5.0,0.0,-,1.0,1,53.98%,Put,2026-01-16,340
SONY260116P00060000,2023-11-16 1:41PM EST,60.0,2.4,2.4,2.7,0.0,-,3.0,3,28.56%,Put,2026-01-16,341
SONY260116P00070000,2023-11-20 11:10AM EST,70.0,4.0,3.0,4.5,0.0,-,1.0,2,25.64%,Put,2026-01-16,343
SONY260116P00075000,2023-11-28 1:13PM EST,75.0,5.53,4.2,5.7,0.0,-,5.0,7,24.26%,Put,2026-01-16,344
SONY260116P00090000,2023-12-04 3:49PM EST,90.0,12.0,8.6,10.9,0.0,-,11.0,21,20.39%,Put,2026-01-16,346
SONY260116P00110000,2023-11-02 8:30AM EST,110.0,25.8,22.0,26.2,0.0,-,1.0,1,23.40%,Put,2026-01-16,348
