Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index,implied Volatility
AMZN231215P00135000,2023-12-08 10:53AM EST,135.0,0.09,0.08,0.09,-0.02,-18.18%,412.0,26518,30.86%,Put,2023-12-15,238,0.3122898832896997
AMZN231215P00136000,2023-12-08 10:50AM EST,136.0,0.11,0.09,0.1,-0.03,-21.43%,193.0,2988,29.10%,Put,2023-12-15,239,0.2987931240565454
AMZN231215P00137000,2023-12-08 10:49AM EST,137.0,0.14,0.12,0.13,-0.03,-17.65%,161.0,3171,28.22%,Put,2023-12-15,240,0.2872318201655763
AMZN231215P00138000,2023-12-08 10:54AM EST,138.0,0.16,0.16,0.17,-0.04,-20.00%,165.0,2801,27.34%,Put,2023-12-15,241,0.2684486247762625
AMZN231215P00139000,2023-12-08 10:36AM EST,139.0,0.25,0.2,0.21,-0.02,-7.41%,151.0,3147,26.07%,Put,2023-12-15,242,0.2696548482035703
AMZN231215P00140000,2023-12-08 10:54AM EST,140.0,0.28,0.28,0.29,-0.09,-24.32%,835.0,19399,25.49%,Put,2023-12-15,243,0.24746289321285803
AMZN231215P00141000,2023-12-08 10:50AM EST,141.0,0.41,0.38,0.39,-0.07,-14.58%,416.0,2500,24.81%,Put,2023-12-15,244,0.2448157944435414
AMZN231215P00142000,2023-12-08 10:52AM EST,142.0,0.55,0.52,0.53,-0.07,-11.29%,1014.0,5147,24.27%,Put,2023-12-15,245,0.23580536835396693
AMZN231215P00143000,2023-12-08 10:50AM EST,143.0,0.76,0.73,0.75,-0.09,-10.59%,896.0,4341,24.27%,Put,2023-12-15,246,0.2305020258048282
AMZN231215P00144000,2023-12-08 10:54AM EST,144.0,0.98,0.99,1.0,-0.11,-10.09%,1854.0,4446,23.83%,Put,2023-12-15,247,0.21788773896410651
AMZN231215P00145000,2023-12-08 10:54AM EST,145.0,1.3,1.32,1.33,-0.12,-8.45%,5131.0,15031,23.63%,Put,2023-12-15,248,0.20942321991220503
AMZN231215P00146000,2023-12-08 10:54AM EST,146.0,1.72,1.7,1.71,-0.12,-6.52%,3524.0,3731,23.15%,Put,2023-12-15,249,0.20263047897281053
AMZN231215P00147000,2023-12-08 10:53AM EST,147.0,2.24,2.22,2.24,-0.06,-2.61%,1531.0,3497,23.51%,Put,2023-12-15,250,0.19615970772647826
AMZN231215P00148000,2023-12-08 10:52AM EST,148.0,2.83,2.77,2.8,-0.07,-2.41%,331.0,1864,23.34%,Put,2023-12-15,251,0.1850696365256877
AMZN231215P00149000,2023-12-08 10:53AM EST,149.0,3.45,3.45,3.5,-0.2,-5.48%,125.0,1724,23.95%,Put,2023-12-15,252,0.1584248806684667
AMZN231215P00150000,2023-12-08 10:33AM EST,150.0,4.4,4.1,4.2,0.07,+1.62%,43.0,4740,23.76%,Put,2023-12-15,253,0.1782922035802181
AMZN231215P00152500,2023-12-08 10:53AM EST,152.5,6.15,6.15,6.3,-0.01,-0.16%,7.0,496,25.05%,Put,2023-12-15,254,1.0564452369242334e-11
AMZN231215P00165000,2023-12-08 10:23AM EST,165.0,18.05,18.25,18.6,-0.09,-0.50%,8.0,34,47.56%,Put,2023-12-15,259,1.879869111136583e-11
AMZN231222C00070000,2023-12-01 3:04PM EST,70.0,77.4,76.65,76.85,0.0,-,4.0,91,160.55%,Call,2023-12-22,268,2.5664490147537498
AMZN231222C00085000,2023-11-24 9:50AM EST,85.0,61.25,61.7,62.1,0.0,-,18.0,18,136.33%,Call,2023-12-22,270,1.4900795486197247
AMZN231222C00105000,2023-11-17 3:17PM EST,105.0,39.84,41.55,42.25,0.0,-,5.0,27,88.96%,Call,2023-12-22,274,1.3255923836694968e-11
AMZN231222C00120000,2023-12-07 1:07PM EST,120.0,27.98,26.7,27.2,0.0,-,310.0,459,59.81%,Call,2023-12-22,277,0.986387283986383
AMZN231222C00130000,2023-12-07 2:56PM EST,130.0,16.97,16.6,17.25,0.0,-,9.0,289,46.63%,Call,2023-12-22,286,0.5445358934957095
AMZN231222C00133000,2023-12-06 1:45PM EST,133.0,13.17,14.05,14.25,0.0,-,6.0,103,39.94%,Call,2023-12-22,289,0.3088223120384855
AMZN231222C00135000,2023-12-08 10:31AM EST,135.0,12.18,12.1,12.3,-0.34,-2.72%,11.0,407,36.28%,Call,2023-12-22,291,0.4448439832426858
AMZN231222C00138000,2023-12-08 9:44AM EST,138.0,9.51,9.3,9.5,0.16,+1.71%,45.0,299,32.13%,Call,2023-12-22,294,0.40189031699362776
AMZN231222C00139000,2023-12-07 3:03PM EST,139.0,8.08,8.4,8.55,0.0,-,11.0,335,30.27%,Call,2023-12-22,295,0.32203811706480673
AMZN231222C00140000,2023-12-08 10:22AM EST,140.0,7.48,7.55,7.7,-0.3,-3.86%,30.0,1215,29.49%,Call,2023-12-22,296,0.3389092337508627
AMZN231222C00141000,2023-12-08 10:45AM EST,141.0,6.46,6.7,6.85,-0.99,-13.29%,28.0,279,28.44%,Call,2023-12-22,297,0.3061148743281495
AMZN231222C00142000,2023-12-08 10:53AM EST,142.0,6.05,5.95,6.05,-0.25,-3.97%,30.0,657,27.66%,Call,2023-12-22,298,0.33324744480354995
AMZN231222C00143000,2023-12-08 10:47AM EST,143.0,5.2,5.25,5.3,-0.35,-6.31%,93.0,842,27.03%,Call,2023-12-22,299,0.31267212523099697
AMZN231222C00144000,2023-12-08 10:38AM EST,144.0,4.25,4.55,4.65,-0.6,-12.37%,95.0,1094,26.97%,Call,2023-12-22,300,0.2805350485297861
AMZN231222C00145000,2023-12-08 10:52AM EST,145.0,3.95,3.9,3.95,-0.2,-4.82%,428.0,1496,26.05%,Call,2023-12-22,301,0.30373414158087486
AMZN231222C00146000,2023-12-08 10:52AM EST,146.0,3.35,3.3,3.4,-0.21,-5.90%,876.0,2422,26.03%,Call,2023-12-22,302,0.29571589288197886
AMZN231222C00147000,2023-12-08 10:53AM EST,147.0,2.84,2.83,2.85,-0.21,-6.89%,2316.0,2921,25.57%,Call,2023-12-22,303,0.2915380343411687
AMZN231222C00148000,2023-12-08 10:53AM EST,148.0,2.36,2.37,2.4,-0.24,-9.23%,507.0,2856,25.51%,Call,2023-12-22,304,0.28574627647723694
AMZN231222C00149000,2023-12-08 10:40AM EST,149.0,1.77,1.96,1.98,-0.36,-16.90%,159.0,977,25.28%,Call,2023-12-22,305,0.26498510491539
AMZN231222C00150000,2023-12-08 10:52AM EST,150.0,1.6,1.61,1.63,-0.21,-11.60%,684.0,6473,25.22%,Call,2023-12-22,306,0.2791033069072286
AMZN231222C00152500,2023-12-08 10:52AM EST,152.5,0.94,0.94,0.95,-0.15,-13.76%,473.0,3241,25.00%,Call,2023-12-22,307,0.27476219505197136
AMZN231222C00155000,2023-12-08 10:52AM EST,155.0,0.54,0.54,0.55,-0.1,-15.62%,256.0,7353,25.34%,Call,2023-12-22,308,0.27524526688314227
AMZN231222C00157500,2023-12-08 10:52AM EST,157.5,0.3,0.3,0.32,-0.07,-18.92%,36.0,2366,25.98%,Call,2023-12-22,309,0.27707613463389774
AMZN231222C00160000,2023-12-08 10:47AM EST,160.0,0.17,0.17,0.18,-0.06,-26.09%,224.0,2643,26.51%,Call,2023-12-22,310,0.2824255937558534
AMZN231222C00162500,2023-12-08 10:52AM EST,162.5,0.1,0.1,0.11,-0.02,-16.67%,11.0,1039,27.54%,Call,2023-12-22,311,0.2904301842102643
AMZN231222C00165000,2023-12-08 10:37AM EST,165.0,0.07,0.06,0.07,-0.01,-12.50%,16.0,1492,28.61%,Call,2023-12-22,312,0.3062211512274914
AMZN231222C00170000,2023-12-08 9:45AM EST,170.0,0.03,0.03,0.04,-0.01,-25.00%,7.0,805,32.03%,Call,2023-12-22,314,0.3283271085010836
AMZN231222C00175000,2023-12-07 11:06AM EST,175.0,0.03,0.01,0.02,0.0,-,6.0,614,34.38%,Call,2023-12-22,316,0.3819249231556902
AMZN231222C00180000,2023-12-08 10:05AM EST,180.0,0.01,0.01,0.02,0.0,-,200.0,225,39.06%,Call,2023-12-22,318,0.38532428754616516
AMZN231222C00182500,2023-12-07 11:41AM EST,182.5,0.01,0.0,0.01,0.0,-,4.0,16,38.28%,Call,2023-12-22,319,0.4078905586512344
AMZN231222P00090000,2023-11-24 12:33PM EST,90.0,0.01,0.0,0.01,0.0,-,15.0,18,78.13%,Put,2023-12-22,325,0.8494593099239357
AMZN231222P00095000,2023-12-07 9:30AM EST,95.0,0.01,0.0,0.01,0.0,-,79.0,1610,68.75%,Put,2023-12-22,326,0.7607712548298208
AMZN231222P00100000,2023-12-06 3:42PM EST,100.0,0.01,0.0,0.01,0.0,-,12.0,87,62.50%,Put,2023-12-22,327,0.6762099680687673
AMZN231222P00105000,2023-12-04 12:52PM EST,105.0,0.02,0.01,0.02,0.0,-,36.0,199,60.16%,Put,2023-12-22,328,0.6379870138021618
AMZN231222P00122000,2023-12-08 10:49AM EST,122.0,0.04,0.04,0.05,-0.02,-33.33%,12.0,402,40.63%,Put,2023-12-22,332,0.4010202688130385
AMZN231222P00123000,2023-12-07 11:53AM EST,123.0,0.05,0.04,0.05,0.0,-,5.0,242,39.06%,Put,2023-12-22,333,0.39662561739124375
AMZN231222P00124000,2023-12-07 9:31AM EST,124.0,0.07,0.05,0.06,0.0,-,5.0,227,38.48%,Put,2023-12-22,334,0.3989653329649404
AMZN231222P00125000,2023-12-08 10:06AM EST,125.0,0.05,0.05,0.06,-0.02,-28.57%,4.0,824,36.91%,Put,2023-12-22,335,0.3638095430225552
AMZN231222P00126000,2023-12-06 1:12PM EST,126.0,0.1,0.06,0.07,0.0,-,101.0,3115,36.13%,Put,2023-12-22,336,0.38601630622036176
AMZN231222P00127000,2023-12-08 10:20AM EST,127.0,0.07,0.06,0.07,-0.01,-12.50%,5.0,1020,34.57%,Put,2023-12-22,337,0.3480795540239839
AMZN231222P00128000,2023-12-07 1:41PM EST,128.0,0.09,0.07,0.08,0.0,-,7.0,472,33.59%,Put,2023-12-22,338,0.34468905914541903
AMZN231222P00129000,2023-12-08 10:41AM EST,129.0,0.09,0.08,0.09,-0.02,-18.18%,11.0,291,32.52%,Put,2023-12-22,339,0.3273256432205231
AMZN231222P00130000,2023-12-08 10:06AM EST,130.0,0.1,0.1,0.11,-0.02,-16.67%,4.0,2609,31.93%,Put,2023-12-22,340,0.31556470608075377
AMZN231222P00132000,2023-12-08 10:50AM EST,132.0,0.13,0.13,0.14,-0.03,-18.75%,7.0,584,29.79%,Put,2023-12-22,342,0.2941598753115145
AMZN231222P00133000,2023-12-07 3:03PM EST,133.0,0.16,0.16,0.17,-0.04,-20.00%,6.0,607,29.15%,Put,2023-12-22,343,0.28741900238945084
AMZN231222P00135000,2023-12-08 10:50AM EST,135.0,0.23,0.22,0.23,-0.02,-8.00%,14.0,1953,27.25%,Put,2023-12-22,345,0.27052412402880116
AMZN231222P00136000,2023-12-08 10:39AM EST,136.0,0.3,0.27,0.28,0.0,-,121.0,5379,26.56%,Put,2023-12-22,346,0.26738837408152605
AMZN231222P00137000,2023-12-08 10:35AM EST,137.0,0.35,0.34,0.36,-0.05,-12.50%,91.0,1027,26.22%,Put,2023-12-22,347,0.2567357208567041
AMZN231222P00138000,2023-12-08 10:51AM EST,138.0,0.45,0.43,0.44,-0.04,-8.16%,42.0,1250,25.56%,Put,2023-12-22,348,0.25296824993277744
AMZN231222P00139000,2023-12-08 10:41AM EST,139.0,0.59,0.53,0.54,-0.05,-7.81%,56.0,712,24.95%,Put,2023-12-22,349,0.2514953238854655
AMZN231222P00140000,2023-12-08 10:51AM EST,140.0,0.69,0.68,0.69,-0.09,-11.54%,174.0,2550,24.68%,Put,2023-12-22,350,0.2403931810834386
AMZN231222P00141000,2023-12-08 10:19AM EST,141.0,0.78,0.85,0.87,-0.12,-13.33%,55.0,892,24.41%,Put,2023-12-22,351,0.22545628359628417
AMZN231222P00142000,2023-12-08 10:52AM EST,142.0,1.07,1.05,1.06,-0.05,-4.46%,299.0,1171,23.83%,Put,2023-12-22,352,0.23008161149555206
AMZN231222P00143000,2023-12-08 10:42AM EST,143.0,1.36,1.31,1.33,-0.08,-5.56%,329.0,1256,23.68%,Put,2023-12-22,353,0.22870133286667774
AMZN231222P00144000,2023-12-08 10:28AM EST,144.0,1.52,1.63,1.65,-0.25,-14.12%,309.0,1184,23.54%,Put,2023-12-22,354,0.21015971155128577
AMZN231222P00145000,2023-12-08 10:52AM EST,145.0,2.03,1.99,2.01,-0.03,-1.46%,221.0,1621,23.28%,Put,2023-12-22,355,0.2190872725211497
AMZN231222P00146000,2023-12-08 10:43AM EST,146.0,2.6,2.39,2.42,0.11,+4.42%,394.0,897,22.97%,Put,2023-12-22,356,0.22721085185196127
AMZN231222P00147000,2023-12-08 10:38AM EST,147.0,3.15,2.89,2.92,0.26,+9.00%,233.0,1745,22.96%,Put,2023-12-22,357,0.22808645112730738
AMZN231222P00148000,2023-12-08 10:14AM EST,148.0,3.3,3.4,3.45,-0.5,-13.16%,34.0,426,22.71%,Put,2023-12-22,358,0.18647311207883255
AMZN231222P00149000,2023-12-08 10:42AM EST,149.0,4.4,4.0,4.05,0.2,+4.76%,46.0,1423,22.55%,Put,2023-12-22,359,0.2274907284448155
AMZN231222P00150000,2023-12-07 2:40PM EST,150.0,5.4,4.65,4.75,0.7,+14.89%,27.0,558,22.80%,Put,2023-12-22,360,0.2571395225448491
AMZN231222P00152500,2023-12-07 3:56PM EST,152.5,6.53,6.5,6.6,0.0,-,34.0,112,22.34%,Put,2023-12-22,361,0.10078739122805153
AMZN231222P00160000,2023-12-07 10:30AM EST,160.0,13.28,13.35,13.6,0.0,-,17.0,17,27.69%,Put,2023-12-22,364,1.3427830681697678e-11
AMZN231222P00162500,2023-11-29 10:10AM EST,162.5,15.3,15.75,16.1,0.0,-,20.0,0,31.45%,Put,2023-12-22,365,1.3914958317812043e-11
AMZN231222P00170000,2023-11-30 10:00AM EST,170.0,24.2,23.3,23.5,0.0,-,4.0,0,37.70%,Put,2023-12-22,366,0.4437452374934182
AMZN231222P00172500,2023-12-07 1:39PM EST,172.5,25.5,25.85,26.05,0.0,-,74.0,0,43.16%,Put,2023-12-22,367,1.8798869301960527e-11
AMZN231229C00090000,2023-12-08 9:51AM EST,90.0,56.35,56.5,56.95,0.55,+0.99%,10.0,55,87.70%,Call,2023-12-29,371,1.1060212023120284
AMZN231229C00095000,2023-11-27 3:39PM EST,95.0,53.97,51.55,52.2,0.0,-,201.0,203,90.43%,Call,2023-12-29,372,1.6140285206059874
AMZN231229C00100000,2023-12-01 3:53PM EST,100.0,47.55,46.7,47.0,0.0,-,41.0,40,79.69%,Call,2023-12-29,373,1.2130316421224046
AMZN231229C00115000,2023-12-04 3:52PM EST,115.0,30.42,32.0,32.3,0.0,-,6.0,16,63.67%,Call,2023-12-29,376,1.8812543140606595e-11
AMZN231229C00120000,2023-12-07 11:57AM EST,120.0,27.44,27.05,27.25,0.0,-,41.0,217,54.54%,Call,2023-12-29,377,0.7142966690818364
AMZN231229C00125000,2023-12-08 9:36AM EST,125.0,21.27,21.95,22.2,1.32,+6.62%,19.0,76,46.61%,Call,2023-12-29,378,0.3798429340425304
AMZN231229C00130000,2023-12-08 9:43AM EST,130.0,16.9,17.0,17.5,-0.98,-5.48%,6.0,187,42.31%,Call,2023-12-29,381,0.41867728123826176
AMZN231229C00131000,2023-12-05 1:38PM EST,131.0,16.56,16.1,16.35,0.0,-,7.0,125,38.16%,Call,2023-12-29,382,0.48399751593306223
AMZN231229C00132000,2023-12-08 9:41AM EST,132.0,14.86,15.2,15.45,-0.39,-2.56%,8.0,72,37.72%,Call,2023-12-29,383,0.3723383462229983
AMZN231229C00135000,2023-12-08 10:43AM EST,135.0,12.15,12.35,12.7,-1.1,-8.30%,20.0,337,34.89%,Call,2023-12-29,386,0.3473349606877455
AMZN231229C00137000,2023-12-08 10:48AM EST,137.0,10.48,10.65,10.75,0.32,+3.15%,413.0,933,31.28%,Call,2023-12-29,388,0.33850379788111085
AMZN231229C00138000,2023-12-08 10:51AM EST,138.0,9.75,9.75,9.9,-0.72,-6.88%,7.0,568,30.66%,Call,2023-12-29,389,0.3411746199409947
AMZN231229C00139000,2023-12-08 10:42AM EST,139.0,8.43,8.85,8.95,-0.68,-7.46%,8.0,248,28.93%,Call,2023-12-29,390,0.28678955383441956
AMZN231229C00140000,2023-12-07 3:59PM EST,140.0,8.59,8.05,8.2,0.27,+3.25%,49.0,1463,28.91%,Call,2023-12-29,391,0.36338194978669025
AMZN231229C00141000,2023-12-08 10:18AM EST,141.0,7.67,7.3,7.4,0.34,+4.64%,32.0,681,28.19%,Call,2023-12-29,392,0.3422652147196879
AMZN231229C00142000,2023-12-08 10:12AM EST,142.0,6.8,6.45,6.55,-0.05,-0.73%,17.0,1119,26.87%,Call,2023-12-29,393,0.32400948498447196
AMZN231229C00143000,2023-12-08 10:52AM EST,143.0,5.83,5.8,5.9,-0.27,-4.43%,53.0,1396,26.91%,Call,2023-12-29,394,0.2967438473189459
AMZN231229C00144000,2023-12-08 10:48AM EST,144.0,5.04,5.15,5.2,-0.41,-7.52%,12.0,1953,26.29%,Call,2023-12-29,395,0.2815582830499607
AMZN231229C00145000,2023-12-08 10:53AM EST,145.0,4.6,4.55,4.6,-0.2,-4.17%,401.0,3848,26.12%,Call,2023-12-29,396,0.2895693089249556
AMZN231229C00146000,2023-12-08 10:54AM EST,146.0,4.0,3.95,4.0,-0.2,-4.76%,849.0,2160,25.67%,Call,2023-12-29,397,0.28302618530205736
AMZN231229C00147000,2023-12-08 10:51AM EST,147.0,3.43,3.4,3.45,-0.19,-5.25%,737.0,3489,25.28%,Call,2023-12-29,398,0.27581616993947566
AMZN231229C00148000,2023-12-08 10:45AM EST,148.0,2.92,2.94,2.97,-0.23,-7.30%,305.0,3168,25.06%,Call,2023-12-29,399,0.26993050968181176
AMZN231229C00149000,2023-12-08 10:42AM EST,149.0,2.3,2.53,2.55,-0.31,-11.88%,231.0,2612,24.96%,Call,2023-12-29,400,0.2525920260210409
AMZN231229C00150000,2023-12-08 10:54AM EST,150.0,2.16,2.15,2.17,-0.17,-7.30%,4634.0,15394,24.85%,Call,2023-12-29,401,0.2681194011212944
AMZN231229C00152500,2023-12-08 10:49AM EST,152.5,1.36,1.38,1.4,-0.19,-12.26%,82.0,1636,24.59%,Call,2023-12-29,402,0.26024732004765944
AMZN231229C00155000,2023-12-08 10:54AM EST,155.0,0.87,0.86,0.88,-0.11,-11.22%,911.0,7832,24.59%,Call,2023-12-29,403,0.260938408726764
AMZN231229C00157500,2023-12-08 10:44AM EST,157.5,0.5,0.52,0.55,-0.12,-19.35%,57.0,1751,24.85%,Call,2023-12-29,404,0.2563740425747732
AMZN231229C00160000,2023-12-08 10:45AM EST,160.0,0.31,0.32,0.33,-0.07,-18.42%,81.0,3566,25.05%,Call,2023-12-29,405,0.26047983939387037
AMZN231229C00162500,2023-12-08 10:46AM EST,162.5,0.18,0.19,0.2,-0.05,-21.74%,8.0,635,25.44%,Call,2023-12-29,406,0.2619866913997213
AMZN231229C00165000,2023-12-08 10:53AM EST,165.0,0.12,0.12,0.13,-0.03,-20.00%,185.0,3875,26.17%,Call,2023-12-29,407,0.2710074638112636
AMZN231229C00167500,2023-12-08 10:26AM EST,167.5,0.09,0.07,0.09,-0.01,-10.00%,5.0,307,27.15%,Call,2023-12-29,408,0.28460618249385533
AMZN231229C00170000,2023-12-08 10:02AM EST,170.0,0.06,0.05,0.06,-0.01,-14.29%,25.0,570,27.93%,Call,2023-12-29,409,0.2921460066168115
AMZN231229C00172500,2023-12-07 12:34PM EST,172.5,0.05,0.03,0.05,0.0,-,9.0,212,29.49%,Call,2023-12-29,410,0.30815657797693863
AMZN231229C00185000,2023-12-06 3:55PM EST,185.0,0.02,0.01,0.02,0.01,+100.00%,5.0,331,35.94%,Call,2023-12-29,415,0.37507811597222157
AMZN231229P00080000,2023-11-24 12:27PM EST,80.0,0.01,0.0,0.01,0.0,-,10.0,10,78.13%,Put,2023-12-29,417,0.8517376168454437
AMZN231229P00085000,2023-11-17 10:03AM EST,85.0,0.02,0.0,0.01,0.0,-,100.0,102,71.88%,Put,2023-12-29,418,0.8232234546081718
AMZN231229P00095000,2023-12-06 11:32AM EST,95.0,0.01,0.0,0.01,0.0,-,55.0,67,57.81%,Put,2023-12-29,420,0.6225049706979602
AMZN231229P00105000,2023-12-07 3:53PM EST,105.0,0.02,0.01,0.02,0.0,-,59.0,170,50.00%,Put,2023-12-29,422,0.522351590064225
AMZN231229P00110000,2023-12-08 10:06AM EST,110.0,0.01,0.02,0.03,-0.01,-50.00%,4.0,416,46.88%,Put,2023-12-29,423,0.4239460816249218
AMZN231229P00115000,2023-12-08 9:35AM EST,115.0,0.04,0.03,0.04,-0.01,-20.00%,4.0,324,41.80%,Put,2023-12-29,424,0.42294764135264545
AMZN231229P00120000,2023-12-08 10:35AM EST,120.0,0.05,0.05,0.06,-0.01,-16.67%,27.0,559,37.11%,Put,2023-12-29,425,0.3660816570978397
AMZN231229P00125000,2023-12-08 10:14AM EST,125.0,0.09,0.09,0.11,-0.01,-10.00%,94.0,704,33.50%,Put,2023-12-29,426,0.32591971263002717
AMZN231229P00128000,2023-12-08 10:30AM EST,128.0,0.14,0.13,0.15,-0.02,-12.50%,23.0,847,30.86%,Put,2023-12-29,427,0.3054987017530901
AMZN231229P00131000,2023-12-07 9:58AM EST,131.0,0.2,0.21,0.22,-0.11,-35.48%,6.0,3814,28.52%,Put,2023-12-29,430,0.2794178336395597
AMZN231229P00132000,2023-12-08 10:16AM EST,132.0,0.23,0.24,0.25,-0.05,-17.86%,7.0,2659,27.69%,Put,2023-12-29,431,0.27159316793465504
AMZN231229P00133000,2023-12-08 10:52AM EST,133.0,0.29,0.29,0.3,-0.04,-12.12%,19.0,709,27.25%,Put,2023-12-29,432,0.26927898215790175
AMZN231229P00134000,2023-12-08 10:40AM EST,134.0,0.37,0.33,0.34,0.02,+5.71%,55.0,387,26.37%,Put,2023-12-29,433,0.2682093997737167
AMZN231229P00135000,2023-12-08 10:34AM EST,135.0,0.41,0.4,0.42,-0.03,-6.82%,594.0,2254,26.10%,Put,2023-12-29,434,0.25763713041047276
AMZN231229P00137000,2023-12-08 10:52AM EST,137.0,0.58,0.58,0.59,0.0,-,12.0,555,25.00%,Put,2023-12-29,436,0.24603711946921195
AMZN231229P00138000,2023-12-08 10:50AM EST,138.0,0.71,0.7,0.71,-0.01,-1.39%,41.0,2169,24.59%,Put,2023-12-29,437,0.2426912230246749
AMZN231229P00139000,2023-12-08 10:42AM EST,139.0,0.92,0.84,0.86,0.05,+5.75%,11.0,1346,24.27%,Put,2023-12-29,438,0.24522325723675445
AMZN231229P00140000,2023-12-08 10:49AM EST,140.0,1.06,1.0,1.03,-0.05,-4.50%,416.0,2696,23.88%,Put,2023-12-29,439,0.23717503492843364
AMZN231229P00141000,2023-12-08 10:53AM EST,141.0,1.21,1.22,1.24,-0.05,-3.97%,41.0,634,23.60%,Put,2023-12-29,440,0.2278738561845819
AMZN231229P00142000,2023-12-08 10:15AM EST,142.0,1.43,1.44,1.47,-0.08,-5.30%,116.0,784,23.19%,Put,2023-12-29,441,0.22226669422560622
AMZN231229P00143000,2023-12-08 10:43AM EST,143.0,1.84,1.71,1.73,0.06,+3.37%,61.0,662,22.73%,Put,2023-12-29,442,0.22872500805703533
AMZN231229P00144000,2023-12-08 10:31AM EST,144.0,2.07,2.05,2.08,-0.08,-3.72%,36.0,1003,22.66%,Put,2023-12-29,443,0.21744860853688358
AMZN231229P00145000,2023-12-08 10:43AM EST,145.0,2.63,2.41,2.44,0.11,+4.37%,97.0,3108,22.32%,Put,2023-12-29,444,0.22731437320626247
AMZN231229P00146000,2023-12-08 10:45AM EST,146.0,3.05,2.86,2.89,0.15,+5.17%,260.0,1101,22.29%,Put,2023-12-29,445,0.22311174770757838
AMZN231229P00147000,2023-12-08 10:41AM EST,147.0,3.6,3.3,3.35,0.25,+7.46%,58.0,1059,21.97%,Put,2023-12-29,446,0.22465395454987572
AMZN231229P00148000,2023-12-08 10:45AM EST,148.0,4.0,3.85,3.95,0.1,+2.56%,4.0,359,22.29%,Put,2023-12-29,447,0.2115554864598619
AMZN231229P00149000,2023-12-08 10:44AM EST,149.0,4.6,4.35,4.45,0.1,+2.22%,13.0,726,21.56%,Put,2023-12-29,448,0.209048463688142
AMZN231229P00150000,2023-12-08 10:31AM EST,150.0,5.05,5.05,5.15,-0.05,-0.98%,22.0,513,21.91%,Put,2023-12-29,449,0.1898693256058333
AMZN231229P00152500,2023-12-08 9:37AM EST,152.5,7.55,6.85,6.95,1.35,+21.77%,6.0,668,21.78%,Put,2023-12-29,450,0.24448112635655378
AMZN231229P00155000,2023-12-08 10:47AM EST,155.0,9.05,8.85,9.0,0.3,+3.43%,69.0,297,21.80%,Put,2023-12-29,451,0.16821853062847464
AMZN231229P00160000,2023-12-05 3:55PM EST,160.0,13.31,13.25,13.6,0.0,-,6.0,1,22.95%,Put,2023-12-29,453,1.255740231332568e-11
AMZN231229P00165000,2023-12-05 3:55PM EST,165.0,18.17,18.35,18.55,0.0,-,5.0,0,27.69%,Put,2023-12-29,454,0.046324235818039246
AMZN240105C00100000,2023-12-06 10:23AM EST,100.0,46.19,46.7,47.65,0.0,-,4.0,19,81.49%,Call,2024-01-05,458,0.6330185239327827
AMZN240105C00125000,2023-12-07 11:56AM EST,125.0,22.85,21.9,22.65,0.0,-,6.0,11,47.39%,Call,2024-01-05,463,0.5576572965393187
AMZN240105C00131000,2023-12-05 1:38PM EST,131.0,16.92,16.4,16.95,0.0,-,12.0,117,40.23%,Call,2024-01-05,467,0.44473635612701384
AMZN240105C00135000,2023-12-08 10:31AM EST,135.0,12.78,12.8,13.0,-0.96,-6.99%,5.0,85,33.30%,Call,2024-01-05,471,0.3508474314453911
AMZN240105C00138000,2023-12-07 12:48PM EST,138.0,11.07,10.15,10.3,0.0,-,57.0,76,30.04%,Call,2024-01-05,474,0.389870001759412
AMZN240105C00139000,2023-12-08 9:51AM EST,139.0,8.95,9.4,9.55,-0.71,-7.35%,28.0,63,29.93%,Call,2024-01-05,475,0.2820964565521763
AMZN240105C00140000,2023-12-08 10:07AM EST,140.0,8.75,8.65,8.75,0.15,+1.74%,14.0,299,29.27%,Call,2024-01-05,476,0.3194633413409629
AMZN240105C00141000,2023-12-08 9:59AM EST,141.0,7.8,7.85,7.9,-0.16,-2.01%,7.0,179,28.10%,Call,2024-01-05,477,0.299085431398604
AMZN240105C00143000,2023-12-08 10:09AM EST,143.0,6.5,6.4,6.45,-0.35,-5.11%,48.0,430,27.04%,Call,2024-01-05,479,0.29533624002316006
AMZN240105C00144000,2023-12-08 9:39AM EST,144.0,6.05,5.75,5.85,0.0,-,11.0,536,27.01%,Call,2024-01-05,480,0.3032428560608272
AMZN240105C00145000,2023-12-08 10:54AM EST,145.0,5.2,5.15,5.2,-0.05,-0.95%,38.0,746,26.47%,Call,2024-01-05,481,0.28368059086056224
AMZN240105C00146000,2023-12-08 10:52AM EST,146.0,4.6,4.55,4.6,-0.2,-4.17%,94.0,977,26.01%,Call,2024-01-05,482,0.2780041135344477
AMZN240105C00147000,2023-12-08 10:31AM EST,147.0,4.05,4.05,4.15,-0.21,-4.93%,49.0,958,26.26%,Call,2024-01-05,483,0.2733011812956194
AMZN240105C00148000,2023-12-08 10:42AM EST,148.0,3.33,3.55,3.6,-0.47,-12.37%,27.0,1135,25.67%,Call,2024-01-05,484,0.2556994858709426
AMZN240105C00149000,2023-12-08 10:44AM EST,149.0,2.97,3.1,3.15,-0.23,-7.19%,91.0,630,25.46%,Call,2024-01-05,485,0.25823513633591894
